name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought
Pooja Bansal,18,Male,BCom,2nd Year,75.21,5.86,6.51,7.82,7.13,7.7,1.0,Never,0
Aditya Verma,20,Female,BCom,1st Year,76.57,6.74,5.67,8.7,6.36,5.3,0.0,Regularly,0
Vikram Kulkarni,20,Male,BBA,3rd Year,68.55,7.1,5.34,8.66,7.81,,1.0,Occasionally,0
Tanvi Tiwari,19,Female,BA,1st Year,86.17,7.08,8.57,6.27,6.94,,1.0,Regularly,0
Shreya Patel,18,Female,BSc CS,3rd Year,64.86,7.04,5.7,5.7,7.82,5.62,2.0,Occasionally,0
Aditya Joshi,18,Female,BBA,3rd Year,57.03,5.98,5.89,6.57,6.01,7.85,1.0,Occasionally,0
Simran Nair,20,Female,BBA,2nd Year,97.46,6.39,4.9,,6.61,9.76,0.0,Rarely,0
Krishna Khan,20,Female,BSc CS,2nd Year,82.37,6.54,7.3,9.39,10.0,7.73,3.0,Regularly,0
Vikram Chopra,18,Female,BA,1st Year,6.0,8.13,6.56,6.45,5.87,7.54,,Rarely,0
Ishaan Pandey,22,Male,BCom,2nd Year,,6.99,7.8,5.69,6.54,7.83,1.0,Never,0
Ananya Tiwari,21,Male,BCom,3rd Year,,1.0076116779984514,8.29,7.44,7.16,5.92,1.0,Never,0
Nisha Mehta,22,Male,BBA,3rd Year,100.0,9.18,7.05,6.71,7.32,7.29,1.0,Rarely,0
Vivaan Nair,19,Female,BSc IT,1st Year,83.7,8.21,5.21,8.22,7.01,8.62,0.0,Rarely,0
Akash Kapoor,19,Male,BSc IT,1st Year,72.25,7.08,6.23,5.8,5.68,8.5,,Regularly,0
Yash Patel,18,Male,BCom,3rd Year,78.97,8.14,6.13,5.47,6.7,,1.0,Occasionally,0
Vikram Mehta,18,Male,BSc IT,3rd Year,56.25,8.66,8.38,5.58,7.63,8.82,0.0,Occasionally,0
Shreya Verma,22,Female,BCom,3rd Year,,6.8,7.49,6.95,7.14,5.87,2.0,Occasionally,0
Shreya Tiwari,18,Female,BBA,1st Year,80.62,0.41120265309670123,6.22,6.9,5.26,5.89,3.0,Occasionally,0
Manav Shah,22,Male,BCom,3rd Year,100.0,0.5234497078114975,5.94,6.89,9.45,7.93,1.0,Never,0
Anjali Chopra,18,Female,BA,3rd Year,100.0,5.02,7.2,6.84,5.79,,1.0,Never,1
Priya Kapoor,21,Male,BCom,1st Year,90.71,8.4,6.72,6.95,5.16,7.62,2.0,Never,0
Simran Agarwal,18,Male,BA,1st Year,81.31,9.04,6.98,7.87,6.61,7.31,1.0,Rarely,0
Ishaan Singh,20,Female,BBA,3rd Year,100.0,8.66,5.45,7.83,6.4,7.32,0.0,Occasionally,0
Neha Gupta,18,Male,BBA,2nd Year,83.52,6.16,5.96,9.05,6.64,8.94,0.0,Regularly,0
Harsh Verma,19,Female,BA,2nd Year,70.94,8.07,4.81,6.93,6.43,,1.0,Occasionally,0
Vikram Gupta,22,Female,BSc IT,1st Year,97.05,8.29,9.84,6.06,5.34,,1.0,Rarely,0
Rohan Saxena,22,Female,BSc IT,1st Year,79.95,8.07,7.0,8.53,5.62,7.14,1.0,Regularly,0
Yash Shah,19,Male,BBA,2nd Year,,6.17,,7.95,6.98,7.3,1.0,Regularly,0
Ishaan Sharma,18,Female,BSc IT,1st Year,97.32,7.1,7.97,7.66,8.63,6.71,,Never,0
Karan Chopra,19,Male,BCom,1st Year,,4.43,7.64,,6.44,6.2,2.0,Regularly,0
Kavya Desai,19,Female,BSc CS,1st Year,53.85,0.35367092778081965,6.11,5.69,6.43,8.24,2.0,Never,1
Vivaan Khan,18,Male,BSc IT,2nd Year,43.89,4.21,5.72,6.08,8.77,3.69,2.0,Never,1
Aarav Tiwari,21,Female,BSc IT,3rd Year,56.31,7.07,6.15,5.49,6.74,6.63,1.0,Never,0
Sneha Mishra,21,Male,BA,2nd Year,,0.21063890831797805,7.05,8.8,6.4,,1.0,Regularly,0
Vivaan Iyer,22,Female,BSc CS,3rd Year,35.46,7.0,7.39,8.11,5.78,7.1,1.0,Never,1
Simran Malhotra,19,Male,BCom,1st Year,9.0,5.78,7.04,7.9,8.33,7.64,2.0,Rarely,0
Kavya Jain,22,Male,BA,3rd Year,96.96,8.2,7.34,,7.45,7.47,2.0,Rarely,0
Ananya Verma,20,Female,BA,2nd Year,96.45,0.4592406846654722,8.46,6.61,6.99,9.11,0.0,Occasionally,0
Anjali Saxena,19,Female,BSc IT,1st Year,87.73,4.3,6.27,7.25,8.44,6.41,2.0,Regularly,0
Anjali Verma,20,Female,BSc IT,1st Year,64.67,0.5247909325941362,8.75,,6.84,,1.0,Occasionally,0
Aditya Reddy,18,Female,BA,2nd Year,0.0,0.5965799360816251,7.12,,8.72,4.35,,Never,0
Rahul Verma,20,Male,BCom,2nd Year,86.6,8.29,8.83,,7.63,,3.0,Regularly,0
Nisha Malhotra,19,Male,BCom,2nd Year,77.86,8.13,5.76,7.48,9.17,,0.0,Never,0
Shreya Iyer,22,Female,BSc IT,2nd Year,59.88,6.56,5.31,7.02,8.08,5.91,3.0,Never,1
Simran Bansal,18,Female,BSc CS,3rd Year,76.47,6.94,5.29,8.33,6.02,6.27,1.0,Never,0
Ishaan Desai,22,Male,BA,2nd Year,10.0,7.66,7.75,6.16,7.7,7.31,1.0,Rarely,0
Rohan Gupta,18,Female,BCom,2nd Year,49.5,6.69,8.12,6.76,7.53,8.33,2.0,Never,1
Neha Singh,22,Female,BCom,2nd Year,53.53,9.28,6.13,7.28,6.54,7.71,5.0,Regularly,1
Pooja Tiwari,20,Female,BCom,3rd Year,73.54,6.4,,6.28,4.83,,1.0,Regularly,0
Arjun Mishra,20,Female,BCom,3rd Year,84.45,1.1686980490531156,5.17,6.2,6.8,8.62,1.0,Occasionally,0
Vivaan Mehta,18,Female,BSc CS,1st Year,82.5,5.32,7.44,,7.75,8.06,1.0,Regularly,0
Kavya Khan,19,Female,BCom,2nd Year,67.41,6.38,7.18,7.21,7.06,7.11,2.0,Regularly,0
Diya Mishra,21,Female,BCom,2nd Year,76.4,6.36,7.76,6.92,7.2,6.52,0.0,Never,0
Arjun Pandey,21,Male,BA,2nd Year,55.98,7.05,7.67,3.96,6.64,,0.0,Never,0
Tanvi Khan,21,Female,BSc IT,1st Year,77.57,1.5150012276943283,,6.0,6.54,7.21,0.0,Regularly,0
Sneha Shah,20,Female,BA,1st Year,86.08,7.51,6.59,6.8,7.25,5.93,2.0,Rarely,0
Rahul Saxena,19,Female,BSc IT,3rd Year,87.99,8.93,7.7,7.19,6.47,7.4,0.0,Rarely,0
Akash Kapoor,18,Male,BSc IT,1st Year,56.23,6.75,6.1,6.79,5.14,6.41,0.0,Never,1
Sneha Saxena,22,Female,BSc CS,3rd Year,80.01,7.02,7.65,5.54,6.46,8.31,0.0,Rarely,0
Pooja Saxena,22,Male,BA,3rd Year,6.0,8.81,6.86,,5.65,6.81,,Rarely,0
Manav Singh,22,Male,BCom,3rd Year,57.21,4.21,7.65,8.97,8.36,7.82,1.0,Occasionally,0
Karan Kapoor,18,Male,BSc IT,2nd Year,77.05,7.02,6.58,9.53,6.53,9.21,1.0,Regularly,0
Simran Agarwal,19,Female,BBA,3rd Year,80.6,6.15,7.52,3.85,7.05,8.61,2.0,Occasionally,0
Ishaan Gupta,18,Female,BBA,3rd Year,73.78,5.95,8.15,7.28,6.74,3.91,2.0,Never,0
Harsh Desai,18,Male,BSc IT,2nd Year,64.61,7.96,8.49,5.95,4.78,8.0,,Regularly,0
Shreya Kulkarni,21,Female,BSc IT,3rd Year,49.97,5.99,5.94,7.64,8.47,6.24,1.0,Occasionally,0
Ananya Desai,18,Male,BSc CS,3rd Year,60.0,6.06,7.84,7.22,7.52,8.64,0.0,Occasionally,0
Manav Singh,19,Male,BCom,3rd Year,89.98,1.3803717281038472,8.93,7.43,7.2,8.75,1.0,Occasionally,0
Pooja Bansal,22,Female,BSc CS,2nd Year,4.0,6.51,7.84,5.65,8.84,6.79,0.0,Occasionally,0
Siddharth Mehta,18,Female,BA,3rd Year,87.19,8.44,6.74,5.14,6.64,7.3,0.0,Regularly,0
Priya Pandey,21,Male,BSc IT,3rd Year,93.32,6.42,,6.26,7.39,6.46,0.0,Rarely,0
Aditya Sharma,19,Male,BSc CS,3rd Year,,8.35,6.02,6.0,6.83,6.26,0.0,Rarely,0
Meera Pandey,22,Female,BA,3rd Year,76.38,7.3,,7.26,8.89,8.18,0.0,Regularly,0
Akash Khan,19,Female,BCom,2nd Year,2.0,1.2230220348041976,7.78,9.33,6.42,4.53,1.0,Occasionally,0
Aryan Chopra,21,Female,BSc CS,3rd Year,5.0,6.72,5.03,6.53,8.2,6.44,1.0,Regularly,0
Priya Kulkarni,21,Female,BBA,2nd Year,72.14,6.4,6.23,5.78,8.13,6.23,1.0,Occasionally,0
Nisha Tiwari,19,Male,BCom,3rd Year,,7.87,6.04,6.33,6.22,6.58,2.0,Rarely,0
Pooja Iyer,19,Male,BCom,3rd Year,83.63,0.768505944504631,8.14,6.03,8.21,6.25,1.0,Regularly,0
Tanvi Joshi,20,Female,BSc CS,2nd Year,62.46,4.74,7.28,9.06,6.92,4.78,0.0,Never,0
Kavya Mehta,22,Male,BSc CS,2nd Year,,4.83,,6.51,6.84,5.91,2.0,Never,0
Harsh Joshi,19,Male,BCom,3rd Year,84.97,7.11,6.78,6.63,6.71,,0.0,Rarely,0
Aisha Singh,22,Female,BA,2nd Year,71.27,7.39,6.73,7.84,8.19,8.19,0.0,Never,0
Manav Shah,19,Male,BSc CS,2nd Year,85.16,1.2976058902125753,5.12,,8.64,,0.0,Never,0
Kavya Kapoor,19,Female,BSc CS,1st Year,86.36,6.5,9.27,7.67,5.4,7.58,0.0,Rarely,0
Akash Tiwari,22,Female,BCom,3rd Year,,7.18,7.17,7.23,5.58,7.24,1.0,Regularly,0
Rohan Desai,22,Male,BCom,3rd Year,14.0,8.79,7.52,6.14,8.08,6.36,1.0,Rarely,0
Aryan Nair,22,Male,BBA,1st Year,58.6,6.01,8.43,8.84,7.65,6.75,1.0,Occasionally,0
Simran Agarwal,20,Female,BSc CS,2nd Year,50.85,7.09,6.78,5.53,7.81,7.49,0.0,Never,1
Siddharth Tiwari,22,Male,BSc IT,1st Year,88.69,0.7964838003852321,6.92,7.64,7.25,8.97,1.0,Never,0
Simran Reddy,20,Female,BSc IT,1st Year,60.87,6.47,6.35,9.22,7.19,6.66,1.0,Never,1
Aditya Verma,22,Male,BSc IT,3rd Year,,6.2,,5.82,6.67,6.28,0.0,Rarely,1
Varun Bansal,19,Female,BSc IT,3rd Year,95.24,6.64,7.33,7.18,8.51,6.72,1.0,Occasionally,0
Tanvi Tiwari,19,Female,BSc IT,2nd Year,74.15,8.46,4.66,7.17,4.82,7.91,,Rarely,0
Nisha Bansal,22,Female,BA,2nd Year,,7.33,7.36,5.71,6.79,,1.0,Never,0
Vivaan Nair,18,Female,BSc CS,2nd Year,99.74,8.28,6.12,7.43,5.45,7.69,0.0,Rarely,0
Vivaan Tiwari,21,Female,BCom,3rd Year,93.92,7.22,,8.67,6.68,8.13,0.0,Occasionally,0
Krishna Pandey,18,Female,BSc IT,3rd Year,66.31,6.73,7.76,6.39,6.86,7.33,0.0,Never,0
Diya Mishra,18,Male,BSc CS,3rd Year,60.54,6.29,6.87,7.1,6.38,6.57,1.0,Regularly,0
Aisha Sharma,21,Female,BCom,2nd Year,58.51,1.1480835359818615,5.84,8.69,6.86,7.02,0.0,Occasionally,0
Harsh Saxena,21,Male,BBA,3rd Year,94.5,8.45,6.68,6.29,7.79,7.76,1.0,Never,0
Krishna Saxena,21,Male,BA,1st Year,,6.4,5.79,5.83,8.46,5.5,3.0,Rarely,0
Varun Bansal,22,Female,BCom,1st Year,100.0,1.6504809089631123,7.38,6.27,7.55,6.45,0.0,Never,0
Nisha Agarwal,19,Female,BCom,3rd Year,98.52,5.97,7.63,5.63,7.63,6.61,1.0,Never,0
Aisha Joshi,21,Female,BA,2nd Year,19.0,8.17,7.62,8.17,7.63,,1.0,Occasionally,0
Manav Chopra,19,Male,BBA,2nd Year,7.0,6.44,5.76,7.01,6.44,5.76,2.0,Never,0
Pooja Agarwal,19,Female,BCom,1st Year,44.03,7.86,4.74,6.55,7.52,7.22,,Never,1
Aryan Nair,19,Male,BCom,1st Year,49.96,7.19,5.96,3.11,7.66,,3.0,Rarely,1
Ishaan Nair,19,Female,BCom,3rd Year,70.72,8.08,7.54,8.42,5.59,9.0,2.0,Never,0
Meera Kapoor,21,Female,BA,3rd Year,1.0,7.87,5.74,,8.64,7.83,0.0,Rarely,0
Ananya Patel,20,Male,BSc IT,1st Year,15.0,7.44,,5.8,6.72,7.09,2.0,Occasionally,0
Riya Verma,19,Male,BBA,2nd Year,96.65,4.35,6.34,,7.26,7.09,0.0,Never,0
Rohan Mishra,22,Male,BSc CS,3rd Year,89.07,6.93,,8.46,7.2,7.32,1.0,Occasionally,0
Harsh Khan,21,Female,BBA,3rd Year,51.12,8.05,7.45,8.32,5.15,7.61,1.0,Occasionally,0
Yash Reddy,20,Female,BSc CS,1st Year,83.15,6.71,7.06,5.91,8.41,7.8,0.0,Occasionally,0
Aditya Singh,21,Female,BSc IT,1st Year,73.89,7.96,4.59,6.99,7.35,7.94,0.0,Never,0
Akash Singh,22,Female,BSc CS,1st Year,,5.9,8.63,8.4,7.16,7.1,,Rarely,0
Rohan Reddy,18,Female,BBA,3rd Year,98.38,5.7,6.48,4.11,6.05,6.78,0.0,Never,1
Ananya Bansal,19,Female,BCom,1st Year,89.66,4.62,,8.38,6.96,8.99,0.0,Regularly,0
Nisha Singh,21,Female,BCom,3rd Year,78.25,5.77,8.32,,7.64,7.43,1.0,Occasionally,0
Aarav Jain,21,Female,BCom,3rd Year,17.0,6.09,8.26,8.73,6.95,6.11,1.0,Occasionally,0
Sneha Tiwari,20,Female,BBA,3rd Year,100.0,6.23,5.98,7.1,8.42,9.73,0.0,Rarely,0
Ishaan Iyer,19,Male,BSc IT,1st Year,82.13,9.37,6.98,5.99,5.7,8.0,,Never,0
Tanvi Joshi,20,Male,BCom,2nd Year,90.16,7.9,7.55,,9.07,7.27,3.0,Occasionally,0
Shreya Malhotra,18,Female,BCom,3rd Year,80.25,1.607340387367276,8.3,7.98,4.47,6.21,,Regularly,0
Rahul Khan,18,Female,BSc IT,1st Year,72.28,6.41,5.5,7.03,4.52,,1.0,Regularly,0
Anjali Chopra,19,Male,BBA,3rd Year,,8.82,8.78,,5.88,4.27,,Rarely,0
Karan Khan,18,Female,BCom,3rd Year,73.84,5.57,8.74,9.17,4.98,5.77,0.0,Occasionally,0
Riya Mehta,18,Female,BSc IT,2nd Year,69.62,8.8,8.09,6.08,6.69,6.6,0.0,Rarely,0
Harsh Saxena,21,Female,BA,3rd Year,76.86,6.05,6.75,7.96,6.08,6.47,0.0,Occasionally,0
Kavya Mishra,18,Male,BA,2nd Year,54.21,4.61,,7.33,3.0,6.25,,Rarely,0
Arjun Pandey,19,Male,BSc CS,3rd Year,77.93,6.88,7.52,3.96,7.82,,1.0,Occasionally,0
Diya Singh,19,Female,BA,2nd Year,68.95,5.48,8.84,7.16,6.29,6.72,0.0,Regularly,0
Meera Saxena,18,Female,BSc CS,3rd Year,68.61,7.57,5.35,6.68,7.03,4.92,0.0,Never,0
Krishna Kulkarni,22,Male,BA,2nd Year,52.35,7.63,6.88,9.73,8.07,7.69,1.0,Never,0
Krishna Agarwal,22,Female,BCom,3rd Year,96.01,0.27061700325055327,5.15,7.16,6.29,7.28,,Regularly,0
Aryan Malhotra,20,Male,BSc IT,3rd Year,66.78,0.011186033105060167,6.33,3.48,9.46,8.31,,Regularly,0
Aditya Desai,21,Female,BSc CS,3rd Year,90.83,10.0,,6.61,3.82,8.62,,Regularly,0
Arjun Shah,18,Male,BCom,2nd Year,100.0,1.455473165808181,7.14,7.38,7.16,6.6,,Occasionally,0
Ananya Khan,21,Female,BCom,2nd Year,92.21,6.13,9.14,5.79,6.58,7.07,1.0,Never,0
Vikram Iyer,22,Male,BA,1st Year,82.36,6.61,6.74,7.6,6.36,,2.0,Rarely,0
Karan Singh,19,Female,BA,1st Year,97.0,1.5157122184017227,6.45,8.09,7.13,7.05,1.0,Occasionally,0
Aarav Sharma,20,Female,BBA,3rd Year,86.17,8.46,5.95,9.05,4.9,7.52,1.0,Never,0
Vikram Joshi,19,Male,BBA,2nd Year,79.59,7.94,9.36,6.46,8.37,9.36,0.0,Occasionally,0
Siddharth Kapoor,22,Male,BSc CS,3rd Year,,6.3,5.59,6.76,9.48,4.8,1.0,Never,0
Vivaan Joshi,18,Male,BSc CS,1st Year,58.4,7.69,5.72,6.14,6.78,,0.0,Regularly,0
Shreya Tiwari,22,Male,BSc IT,3rd Year,93.4,0.31598795877041685,,7.82,8.76,5.67,0.0,Regularly,0
Aryan Kulkarni,22,Male,BA,1st Year,77.45,6.56,6.33,5.83,8.0,6.79,0.0,Regularly,0
Ananya Bansal,19,Female,BSc IT,3rd Year,65.83,5.93,6.93,8.02,9.54,7.7,1.0,Rarely,0
Tanvi Joshi,22,Female,BSc IT,3rd Year,59.16,6.98,4.95,7.98,8.41,7.58,1.0,Occasionally,0
Harsh Chopra,18,Female,BSc CS,3rd Year,57.44,6.0,6.23,6.02,5.72,9.55,1.0,Occasionally,0
Neha Agarwal,20,Female,BSc CS,2nd Year,52.66,7.11,6.14,5.12,8.6,8.42,2.0,Never,1
Tanvi Saxena,19,Female,BBA,1st Year,52.81,7.07,7.09,6.52,6.62,5.31,0.0,Rarely,0
Vikram Singh,22,Female,BSc IT,1st Year,47.8,5.73,9.41,7.16,7.21,7.76,1.0,Rarely,0
Diya Kulkarni,22,Male,BA,2nd Year,,7.91,8.27,6.89,7.5,7.46,2.0,Never,1
Ananya Iyer,20,Male,BCom,1st Year,64.69,4.86,8.55,7.92,6.4,5.3,0.0,Rarely,0
Ishaan Kulkarni,18,Female,BSc CS,3rd Year,65.49,8.61,6.17,5.19,5.61,6.97,0.0,Occasionally,0
Krishna Malhotra,19,Female,BA,3rd Year,89.85,6.3,,7.86,6.32,7.51,3.0,Regularly,0
Arjun Kapoor,19,Male,BBA,1st Year,75.13,0.9610809326011209,5.73,6.98,6.84,7.3,0.0,Rarely,0
Manav Sharma,20,Male,BSc IT,3rd Year,87.25,6.49,7.48,6.13,8.01,8.38,0.0,Regularly,0
Varun Joshi,20,Male,BBA,1st Year,76.09,7.65,8.17,5.53,9.03,4.91,3.0,Rarely,0
Yash Iyer,20,Female,BA,3rd Year,82.1,8.12,5.83,8.69,7.43,,0.0,Rarely,0
Manav Malhotra,20,Female,BA,2nd Year,71.66,8.28,8.74,5.9,6.0,6.83,1.0,Never,0
Rohan Jain,21,Female,BCom,1st Year,81.36,7.05,5.28,5.42,7.34,,,Rarely,0
Tanvi Desai,20,Male,BA,1st Year,75.37,6.78,,8.19,9.04,5.03,1.0,Occasionally,0
Vivaan Malhotra,19,Female,BCom,1st Year,60.07,9.19,5.01,6.66,7.1,8.98,0.0,Occasionally,0
Nisha Joshi,20,Female,BA,1st Year,73.17,5.31,6.51,7.57,7.82,7.18,2.0,Never,0
Nisha Malhotra,21,Female,BBA,2nd Year,73.74,6.94,8.04,8.2,7.92,6.02,1.0,Occasionally,0
Pooja Singh,18,Male,BA,2nd Year,17.0,8.5,6.46,6.17,4.64,7.12,2.0,Occasionally,0
Krishna Bansal,19,Male,BSc CS,3rd Year,66.78,7.05,6.3,8.21,4.96,7.58,2.0,Regularly,0
Aarav Desai,19,Male,BSc IT,1st Year,84.71,5.29,6.38,6.37,8.24,5.72,0.0,Occasionally,0
Aarav Kapoor,20,Female,BCom,1st Year,64.84,6.87,6.26,5.5,7.46,,,Never,1
Akash Sharma,19,Male,BA,3rd Year,89.48,5.73,5.73,5.9,6.41,6.54,1.0,Never,1
Aarav Sharma,21,Female,BA,2nd Year,100.0,6.8,6.78,,5.22,6.89,0.0,Regularly,0
Neha Singh,18,Male,BSc CS,3rd Year,93.88,6.23,5.93,,5.24,8.12,0.0,Occasionally,0
Kavya Kapoor,20,Female,BCom,2nd Year,60.99,7.74,8.51,6.76,5.79,9.11,1.0,Never,1
Ishaan Nair,22,Female,BBA,3rd Year,68.38,6.18,6.01,7.96,7.54,7.42,2.0,Occasionally,0
Riya Chopra,22,Male,BSc CS,1st Year,92.96,5.23,6.54,6.6,7.33,,1.0,Never,0
Vikram Iyer,19,Female,BSc CS,3rd Year,58.38,7.36,5.7,6.47,8.42,6.67,0.0,Regularly,0
Priya Gupta,19,Female,BBA,3rd Year,85.82,1.2083429079064012,7.91,10.0,7.96,8.17,0.0,Rarely,0
Rohan Bansal,21,Male,BSc IT,1st Year,40.52,3.9,7.62,6.54,5.42,,2.0,Never,1
Siddharth Verma,22,Male,BCom,3rd Year,9.0,6.77,6.46,6.05,6.99,6.74,0.0,Regularly,0
Sneha Reddy,22,Male,BSc IT,3rd Year,71.8,9.25,,5.84,7.96,4.92,0.0,Occasionally,0
Aryan Gupta,18,Female,BSc IT,3rd Year,67.95,6.49,6.7,,8.59,6.22,0.0,Occasionally,0
Vikram Mishra,18,Female,BBA,3rd Year,78.65,6.99,,7.49,6.63,6.97,1.0,Occasionally,0
Ishaan Bansal,18,Female,BSc CS,1st Year,66.36,3.52,7.84,6.7,8.82,7.48,1.0,Never,0
Riya Gupta,20,Female,BA,3rd Year,71.71,5.0,8.26,6.32,7.07,6.57,0.0,Never,0
Tanvi Sharma,19,Female,BBA,2nd Year,59.55,9.88,6.53,,5.63,7.79,0.0,Occasionally,0
Pooja Agarwal,18,Female,BBA,1st Year,100.0,5.2,6.89,6.9,7.66,8.14,2.0,Never,0
Ishaan Tiwari,19,Female,BSc IT,3rd Year,13.0,9.51,6.25,6.88,6.96,6.88,0.0,Regularly,0
Ishaan Malhotra,19,Male,BBA,3rd Year,,7.57,,8.82,7.79,4.77,1.0,Occasionally,0
Vikram Reddy,21,Female,BSc CS,1st Year,69.76,6.07,7.45,8.48,6.28,4.13,1.0,Regularly,0
Manav Kulkarni,20,Female,BCom,1st Year,81.42,7.94,6.35,7.99,7.82,7.19,4.0,Occasionally,0
Ishaan Singh,19,Female,BBA,3rd Year,75.74,7.92,6.27,7.44,7.37,4.73,1.0,Never,0
Rohan Sharma,18,Male,BCom,3rd Year,58.47,7.09,7.15,5.47,7.46,8.34,1.0,Regularly,0
Tanvi Iyer,19,Male,BCom,2nd Year,78.64,4.5,7.66,6.34,9.31,6.07,1.0,Never,0
Ishaan Jain,21,Male,BA,3rd Year,86.27,7.01,7.98,8.42,5.97,6.96,0.0,Occasionally,0
Vikram Singh,19,Male,BCom,2nd Year,77.07,1.247710743022041,6.78,6.45,5.58,8.51,0.0,Rarely,0
Akash Mehta,18,Male,BSc IT,2nd Year,48.52,6.09,6.85,6.14,6.27,8.89,0.0,Rarely,0
Harsh Chopra,19,Female,BSc CS,2nd Year,,6.8,5.27,,8.77,6.05,2.0,Rarely,0
Kavya Jain,21,Female,BA,3rd Year,62.36,9.6,5.29,4.78,7.94,6.19,0.0,Occasionally,0
Anjali Patel,19,Male,BCom,1st Year,18.0,8.27,4.81,7.17,8.44,7.07,1.0,Never,0
Nisha Tiwari,18,Female,BCom,2nd Year,62.64,6.79,5.97,5.52,7.21,6.78,,Rarely,0
Neha Khan,20,Male,BCom,2nd Year,78.95,6.5,7.29,,8.36,7.12,,Occasionally,0
Varun Reddy,21,Male,BBA,2nd Year,70.17,7.26,5.79,6.4,8.71,7.39,,Rarely,0
Akash Pandey,19,Male,BCom,2nd Year,73.75,8.45,5.84,9.01,8.09,5.24,0.0,Rarely,0
Aryan Nair,21,Male,BA,1st Year,,6.46,7.14,6.56,4.59,6.53,,Occasionally,0
Vivaan Jain,22,Female,BSc IT,2nd Year,66.2,8.19,3.93,7.17,8.62,8.8,0.0,Rarely,0
Arjun Desai,19,Female,BSc IT,3rd Year,7.0,7.67,6.79,5.91,5.54,8.22,1.0,Rarely,0
Kavya Malhotra,18,Male,BBA,2nd Year,63.54,5.72,5.28,6.33,5.79,4.95,0.0,Regularly,1
Shreya Tiwari,22,Female,BA,2nd Year,94.93,6.19,5.69,6.29,8.7,5.7,,Never,0
Aditya Nair,21,Male,BSc CS,1st Year,,5.84,8.75,5.6,7.27,8.27,1.0,Rarely,0
Priya Khan,21,Male,BA,3rd Year,65.98,6.12,8.99,6.71,7.0,8.28,0.0,Never,0
Nisha Desai,20,Male,BSc CS,1st Year,92.39,7.06,4.39,6.38,9.14,7.36,2.0,Rarely,0
Riya Bansal,18,Male,BBA,2nd Year,72.68,6.08,6.96,4.36,8.58,,2.0,Never,0
Anjali Mishra,21,Male,BCom,1st Year,62.18,5.03,,,8.43,8.88,0.0,Never,1
Rohan Chopra,20,Female,BSc CS,1st Year,76.68,5.15,6.81,6.42,5.84,6.79,2.0,Occasionally,0
Pooja Chopra,22,Female,BBA,1st Year,,6.6,8.61,5.84,5.72,7.07,3.0,Never,1
Pooja Shah,20,Male,BBA,3rd Year,3.0,6.81,8.12,4.95,10.0,8.07,,Never,1
Tanvi Gupta,22,Female,BSc CS,3rd Year,89.59,7.14,6.76,4.95,7.39,6.85,2.0,Regularly,0
Vivaan Reddy,20,Male,BSc IT,3rd Year,92.78,6.01,8.6,9.19,6.71,5.25,0.0,Occasionally,0
Sneha Agarwal,18,Male,BCom,3rd Year,70.19,7.03,6.59,5.03,8.31,8.08,1.0,Never,0
Anjali Joshi,21,Female,BSc IT,1st Year,100.0,6.38,6.64,,6.68,5.99,,Never,0
Aryan Sharma,18,Male,BBA,3rd Year,62.23,4.71,6.9,8.81,7.43,,,Never,1
Vikram Sharma,18,Male,BSc IT,2nd Year,85.48,6.02,7.93,6.64,6.6,7.07,1.0,Regularly,0
Rohan Agarwal,21,Male,BCom,2nd Year,90.86,7.24,8.96,7.75,6.09,6.71,1.0,Occasionally,0
Anjali Patel,20,Female,BBA,3rd Year,83.19,7.91,,6.93,7.59,7.35,,Rarely,0
Vikram Tiwari,21,Female,BA,1st Year,,6.71,6.67,7.29,7.09,7.2,0.0,Rarely,0
Pooja Kulkarni,19,Male,BCom,3rd Year,98.92,9.51,5.19,8.39,8.17,6.07,1.0,Regularly,0
Ananya Reddy,22,Male,BSc IT,2nd Year,62.64,7.82,6.83,,6.47,6.59,,Regularly,0
Sneha Nair,22,Male,BA,2nd Year,58.2,5.73,7.15,5.82,6.05,6.49,1.0,Never,0
Ananya Pandey,20,Female,BBA,1st Year,71.63,8.23,4.82,6.38,5.94,8.63,0.0,Never,0
Sneha Agarwal,22,Male,BBA,2nd Year,72.87,8.67,,6.52,6.8,4.93,2.0,Occasionally,0
Sneha Reddy,20,Female,BA,1st Year,68.01,4.85,8.12,8.32,8.3,8.92,1.0,Rarely,0
Aarav Shah,22,Male,BSc IT,2nd Year,15.0,9.15,7.18,7.22,5.46,6.46,0.0,Never,0
Harsh Mishra,22,Female,BBA,3rd Year,45.51,6.9,7.02,5.39,5.62,5.99,1.0,Never,1
Akash Singh,19,Male,BA,1st Year,79.77,7.31,7.96,6.36,6.92,8.91,0.0,Occasionally,0
Yash Verma,19,Female,BSc IT,3rd Year,67.12,7.04,6.19,7.27,4.91,6.34,,Rarely,0
Priya Kulkarni,18,Female,BA,3rd Year,,7.23,,,5.24,5.54,2.0,Regularly,0
Karan Malhotra,21,Female,BA,1st Year,65.0,7.24,6.27,6.51,6.18,5.28,3.0,Never,1
Meera Desai,22,Male,BSc IT,2nd Year,67.01,6.73,7.29,5.35,4.1,7.56,2.0,Regularly,0
Shreya Malhotra,18,Female,BSc CS,2nd Year,82.31,8.29,5.94,7.42,6.85,8.02,0.0,Regularly,0
