name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Shivansh Mhatre,21,Female,BBA,3rd Year,100,4.8,6.4,6.2,6.5,8.2,2.0,rarely,0,6.4,1,1,0.4754329621514542,0.5,Medium
Om Tiwari,22,Female,BSc CS,3rd Year,76,7.1,7.6,8.2,4.8,6.8,1.0,regularly,0,6.9,3,1,0.3316625146321696,0.33,Medium
Nandini Inamdar,21,Female,BCom,1st Year,67,7.0,5.9,7.0,6.9,9.0,0.0,never,1,7.2,0,0,0.4449230122760151,0.44,Medium
Varun Tiwari,20,Male,BSc CS,2nd Year,56,4.4,10.0,8.3,7.3,6.9,1.0,regularly,0,7.4,3,1,0.36145211153465195,0.37,Medium
Varun Saxena,22,Male,BA,3rd Year,77,7.0,5.3,8.2,6.1,5.7,1.0,rarely,0,6.4,1,1,0.49831917639643425,0.5,Medium
Hetal Kadam,19,Female,BBA,3rd Year,62,9.4,6.7,8.1,8.3,7.0,0.0,regularly,0,7.9,3,0,0.19770687636942105,0.2,Low
Ananya Reddy,19,Female,BCom,1st Year,93,6.0,8.7,7.0,8.4,5.3,0.0,occasionally,0,7.1,2,0,0.21618092865504088,0.22,Low
Diya Sheikh,20,Female,BA,1st Year,100,7.9,9.1,7.8,7.5,8.0,0.0,never,0,8.0,0,0,0.18993306720292935,0.21,Low
Bhakti Banerjee,21,Female,BSc CS,1st Year,84,7.5,7.0,5.7,7.8,7.0,0.0,rarely,0,7.0,1,0,0.3262298526277876,0.33,Medium
Trisha Gadkari,20,Female,BSc CS,1st Year,76,6.6,7.0,7.0,6.5,5.3,1.0,occasionally,0,6.5,2,1,0.44087102680313345,0.44,Medium
Ansh Bhatt,19,Male,BSc CS,1st Year,81,9.2,8.5,7.2,6.4,8.0,2.0,occasionally,0,7.9,2,1,0.3281357865354023,0.33,Medium
Bhavesh Arora,18,Male,BA,1st Year,78,5.7,7.2,8.3,4.7,5.6,2.0,regularly,0,6.3,3,1,0.46818441036107694,0.48,Medium
Rekha George,21,Female,BBA,3rd Year,67,8.7,8.1,8.2,8.5,7.1,0.0,never,0,8.1,0,0,0.3320226911186479,0.34,Medium
Deepak Pawar,22,Male,BA,1st Year,100,6.5,4.1,7.0,6.9,8.3,0.0,rarely,0,6.6,1,0,0.30855119008314075,0.31,Medium
Heena Khan,18,Female,BA,2nd Year,73,8.5,6.6,6.5,7.6,6.6,1.0,rarely,0,7.2,1,1,0.4359636221748655,0.44,Medium
Chirag Gawande,22,Female,BA,1st Year,85,6.8,7.4,6.3,6.6,9.4,1.0,regularly,0,7.3,3,1,0.24181348860941856,0.24,Low
Siddharth Inamdar,18,Male,BSc IT,2nd Year,70,7.0,5.8,7.9,6.4,6.7,1.0,rarely,0,6.8,1,1,0.4919110364078399,0.49,Medium
Sneha Salunkhe,18,Male,BBA,3rd Year,73,7.5,7.7,7.4,6.9,6.4,1.0,never,0,7.2,0,1,0.4904703304619263,0.49,Medium
Rudra Naik,21,Female,BA,3rd Year,73,6.7,7.0,8.2,6.1,4.4,1.0,occasionally,0,6.5,2,1,0.456493681904133,0.46,Medium
Sonal D'Souza,20,Female,BSc CS,2nd Year,84,9.4,7.4,7.9,8.5,7.0,1.0,regularly,0,8.1,3,1,0.15702194075096793,0.16,Low
Tanya Pinto,20,Female,BA,2nd Year,69,7.4,7.2,6.3,9.9,7.2,2.0,never,0,7.6,0,1,0.5353423177356903,0.54,Medium
Jay Tiwari,22,Female,BCom,1st Year,83,8.1,7.0,7.0,5.8,8.5,1.0,never,0,7.3,0,1,0.4338475853168051,0.44,Medium
Parth Mhatre,19,Female,BA,2nd Year,82,7.2,5.1,7.0,6.9,6.4,0.0,regularly,0,6.5,3,0,0.2764654680793588,0.28,Low
Sejal Trivedi,19,Female,BSc IT,2nd Year,94,6.4,7.3,8.0,6.3,9.6,1.0,occasionally,0,7.5,2,1,0.23798661344058578,0.24,Low
Palak Shah,22,Male,BA,3rd Year,89,7.0,6.0,7.5,7.0,7.2,1.0,occasionally,0,6.9,2,1,0.32726536002641293,0.33,Medium
Kunal Pillai,21,Male,BSc IT,1st Year,63,7.1,7.4,7.0,5.1,7.0,2.0,occasionally,0,6.7,2,1,0.5489089653930425,0.55,Medium
Reyansh Inamdar,20,Male,BA,1st Year,63,8.6,6.0,8.9,8.3,6.6,1.0,regularly,0,7.7,3,1,0.2981360866824744,0.3,Low
Aniket Sethi,18,Female,BBA,3rd Year,52,7.3,5.6,7.0,8.9,7.7,0.0,never,1,7.3,0,0,0.4980940660923853,0.5,Medium
Rahul Jain,18,Female,BCom,3rd Year,53,6.1,7.3,5.0,6.5,8.5,1.0,regularly,0,6.7,3,1,0.4619413512621183,0.46,Medium
Diya Chowdhury,18,Male,BCom,2nd Year,75,5.9,6.5,7.8,7.1,7.7,1.0,never,0,7.0,0,1,0.501920941261218,0.51,Medium
Manav Rane,20,Female,BCom,1st Year,77,6.7,5.7,8.7,6.4,5.3,0.0,regularly,0,6.6,3,0,0.29469940270732664,0.3,Low
Vivek Pinto,20,Male,BBA,3rd Year,69,7.1,5.3,8.7,7.8,7.0,1.0,occasionally,0,7.2,2,1,0.3902362157457154,0.39,Medium
Sai Tiwari,19,Female,BA,1st Year,86,7.1,8.6,6.3,6.9,7.0,1.0,regularly,0,7.2,3,1,0.2520785184740521,0.25,Low
Dhruv Kapoor,18,Female,BSc CS,3rd Year,65,7.0,5.7,5.7,7.8,5.6,2.0,occasionally,0,6.4,2,1,0.5788936578923672,0.58,Medium
Gauri Rao,18,Female,BBA,3rd Year,57,6.0,5.9,6.6,6.0,7.8,1.0,occasionally,0,6.5,2,1,0.5290242218687156,0.52,Medium
Anjali Qureshi,20,Female,BBA,2nd Year,97,6.4,4.9,7.0,6.6,9.8,0.0,rarely,0,6.9,1,0,0.2753249092055107,0.28,Low
Kavya Rao,20,Female,BSc CS,2nd Year,82,6.5,7.3,9.4,10.0,7.7,3.0,regularly,0,8.2,3,1,0.29704054986943573,0.32,Medium
Ritika Mhatre,22,Male,BCom,2nd Year,73,7.0,7.8,5.7,6.5,7.8,1.0,never,0,7.0,0,1,0.5178437434342827,0.52,Medium
Jinal Qureshi,22,Male,BBA,3rd Year,100,9.2,7.0,6.7,7.3,7.3,1.0,rarely,0,7.5,1,1,0.26953207071465,0.28,Low
Heena Sheikh,19,Female,BSc IT,1st Year,84,8.2,5.2,8.2,7.0,8.6,0.0,rarely,0,7.5,1,0,0.27460455623255403,0.28,Low
Sumit Ghosh,19,Male,BSc IT,1st Year,72,7.1,6.2,5.8,5.7,8.5,1.0,regularly,0,6.7,3,1,0.3766995827955699,0.37,Medium
Bhakti Sethi,18,Male,BCom,3rd Year,79,8.1,6.1,5.5,6.7,7.0,1.0,occasionally,0,6.7,2,1,0.40263228982201277,0.41,Medium
Laksh Naidu,18,Male,BSc IT,3rd Year,56,8.7,8.4,5.6,7.6,8.8,0.0,occasionally,0,7.8,2,0,0.294939520364979,0.29,Low
Pooja Banerjee,22,Female,BCom,3rd Year,73,6.8,7.5,7.0,7.1,5.9,2.0,occasionally,0,6.8,2,1,0.487228742083621,0.48,Medium
Amit Mehta,18,Female,BA,3rd Year,100,5.0,7.2,6.8,5.8,7.0,1.0,never,1,6.4,0,1,0.4661884323318426,0.46,Medium
Jay Khan,21,Male,BCom,1st Year,91,8.4,6.7,7.0,5.2,7.6,2.0,never,0,7.0,0,1,0.5112555152024492,0.51,Medium
Sonal Jain,18,Male,BA,1st Year,81,9.0,7.0,7.9,6.6,7.3,1.0,rarely,0,7.6,1,1,0.34743524326920183,0.35,Medium
Siddharth Jain,20,Female,BBA,3rd Year,100,8.7,5.4,7.8,6.4,7.3,0.0,occasionally,0,7.1,2,0,0.1798481255815349,0.18,Low
Sejal Katpara,18,Male,BBA,2nd Year,84,6.2,6.0,9.0,6.6,8.9,0.0,regularly,0,7.4,3,0,0.16784224269892248,0.17,Low
Pooja George,19,Female,BA,2nd Year,71,8.1,4.8,6.9,6.4,7.0,1.0,occasionally,0,6.6,2,1,0.4435873578053246,0.44,Medium
Mayank Shah,22,Female,BSc IT,1st Year,97,8.3,9.8,6.1,5.3,7.0,1.0,rarely,0,7.3,1,1,0.3070654620764175,0.31,Medium
Mansi Mishra,22,Female,BSc IT,1st Year,80,8.1,7.0,8.5,5.6,7.1,1.0,regularly,0,7.3,3,1,0.26831647507278555,0.26,Low
Pooja Chaudhary,19,Male,BBA,2nd Year,73,6.2,7.0,8.0,7.0,7.3,1.0,regularly,0,7.1,3,1,0.32466908785304804,0.33,Medium
Sai Deshmukh,18,Female,BSc IT,1st Year,97,7.1,8.0,7.7,8.6,6.7,1.0,never,0,7.6,0,1,0.3291412792268211,0.33,Medium
Aarav Kamble,19,Male,BCom,1st Year,73,4.4,7.6,7.0,6.4,6.2,2.0,regularly,0,6.3,3,1,0.4881892127142299,0.49,Medium
Payal Inamdar,18,Male,BSc IT,2nd Year,44,4.2,5.7,6.1,8.8,3.7,2.0,never,1,5.7,0,1,0.8752438694960533,0.86,High
Isha Dalvi,21,Female,BSc IT,3rd Year,56,7.1,6.2,5.5,6.7,6.6,1.0,never,0,6.4,0,1,0.6576072275414951,0.65,High
Monika Inamdar,22,Female,BSc CS,3rd Year,35,7.0,7.4,8.1,5.8,7.1,1.0,never,1,7.1,0,1,0.6722393973046792,0.66,High
Dhruv Sawant,22,Male,BA,3rd Year,97,8.2,7.3,7.0,7.4,7.5,2.0,rarely,0,7.5,1,1,0.3604166041360266,0.37,Medium
Rahul Inamdar,19,Female,BSc IT,1st Year,88,4.3,6.3,7.2,8.4,6.4,2.0,regularly,0,6.5,3,1,0.3969294954527717,0.41,Medium
Siddharth Shinde,20,Male,BCom,2nd Year,87,8.3,8.8,7.0,7.6,7.0,3.0,regularly,0,7.8,3,1,0.33082210283038693,0.35,Medium
Sejal Joshi,19,Male,BCom,2nd Year,78,8.1,5.8,7.5,9.2,7.0,0.0,never,0,7.5,0,0,0.3542035597442746,0.36,Medium
Komal Rane,22,Female,BSc IT,2nd Year,60,6.6,5.3,7.0,8.1,5.9,3.0,never,1,6.6,0,1,0.7723984752528741,0.76,High
Chirag Naik,18,Female,BSc CS,3rd Year,76,6.9,5.3,8.3,6.0,6.3,1.0,never,0,6.6,0,1,0.5483536933097217,0.55,Medium
Gauri Pillai,18,Female,BCom,2nd Year,50,6.7,8.1,6.8,7.5,8.3,2.0,never,1,7.5,0,1,0.6348410721253415,0.63,High
Siddharth Bansal,22,Female,BCom,2nd Year,54,9.3,6.1,7.3,6.5,7.7,5.0,regularly,1,7.4,3,1,0.6734850076537504,0.68,High
Kavya Singh,20,Female,BCom,3rd Year,74,6.4,7.0,6.3,4.8,7.0,1.0,regularly,0,6.3,3,1,0.41351262118438026,0.41,Medium
Pranav Yadav,18,Female,BSc CS,1st Year,82,5.3,7.4,7.0,7.8,8.1,1.0,regularly,0,7.1,3,1,0.27580514452081517,0.27,Low
Vivek Shah,19,Female,BCom,2nd Year,67,6.4,7.2,7.2,7.1,7.1,2.0,regularly,0,7.0,3,1,0.43390761473121836,0.43,Medium
Heena Patil,21,Female,BCom,2nd Year,76,6.4,7.8,6.9,7.2,6.5,0.0,never,0,7.0,0,0,0.42776960710748263,0.43,Medium
Varun Kadam,21,Male,BA,2nd Year,56,7.0,7.7,4.0,6.6,7.0,0.0,never,0,6.5,0,0,0.5780532460905845,0.57,Medium
Vivaan Sawant,20,Female,BA,1st Year,86,7.5,6.6,6.8,7.2,5.9,2.0,rarely,0,6.8,1,1,0.49056037458354596,0.49,Medium
Hitesh Shah,19,Female,BSc IT,3rd Year,88,8.9,7.7,7.2,6.5,7.4,0.0,rarely,0,7.5,1,0,0.24520515052375666,0.24,Low
Ishaan Patel,18,Male,BSc IT,1st Year,56,6.8,6.1,6.8,5.1,6.4,0.0,never,1,6.2,0,0,0.6043011075426958,0.59,Medium
Jay Patel,22,Female,BSc CS,3rd Year,80,7.0,7.6,5.5,6.5,8.3,0.0,rarely,0,7.0,1,0,0.34620464027373404,0.35,Medium
Saanvi Bansal,22,Male,BCom,3rd Year,57,4.2,7.6,9.0,8.4,7.8,1.0,occasionally,0,7.4,2,1,0.4151184080199299,0.41,Medium
Kiara Shinde,18,Male,BSc IT,2nd Year,77,7.0,6.6,9.5,6.5,9.2,1.0,regularly,0,7.8,3,1,0.22110334063691192,0.24,Low
Sneha Varghese,19,Female,BBA,3rd Year,81,6.2,7.5,3.8,7.0,8.6,2.0,occasionally,0,6.6,2,1,0.4768136386829546,0.47,Medium
Shreya Mittal,18,Female,BBA,3rd Year,74,6.0,8.2,7.3,6.7,3.9,2.0,never,0,6.4,0,1,0.6551910436113695,0.66,High
Shaurya Salunkhe,18,Male,BSc IT,2nd Year,65,8.0,8.5,6.0,4.8,8.0,1.0,regularly,0,7.0,3,1,0.3657141999579794,0.37,Medium
Tanya Katpara,21,Female,BSc IT,3rd Year,50,6.0,5.9,7.6,8.5,6.2,1.0,occasionally,0,6.9,2,1,0.5132665005852868,0.51,Medium
Shruti Khan,18,Male,BSc CS,3rd Year,60,6.1,7.8,7.2,7.5,8.6,0.0,occasionally,0,7.5,2,0,0.32103730828105764,0.32,Medium
Khushi Wagh,18,Female,BA,3rd Year,87,8.4,6.7,5.1,6.6,7.3,0.0,regularly,0,6.9,3,0,0.2111084431371372,0.22,Low
Jay Lokhande,21,Male,BSc IT,3rd Year,93,6.4,7.0,6.3,7.4,6.5,0.0,rarely,0,6.7,1,0,0.3212173965242969,0.32,Medium
Meera Pandey,19,Male,BSc CS,3rd Year,73,8.4,6.0,6.0,6.8,6.3,0.0,rarely,0,6.7,1,0,0.41615391541855523,0.41,Medium
Divya Pillai,22,Female,BA,3rd Year,76,7.3,7.0,7.3,8.9,8.2,0.0,regularly,0,7.7,3,0,0.15496593330732059,0.17,Low
Mayank Naik,21,Female,BBA,2nd Year,72,6.4,6.2,5.8,8.1,6.2,1.0,occasionally,0,6.6,2,1,0.44971035807545695,0.45,Medium
Rohan Inamdar,19,Male,BCom,3rd Year,73,7.9,6.0,6.3,6.2,6.6,2.0,rarely,0,6.6,1,1,0.5763123930726056,0.58,Medium
Arjun Nikam,20,Female,BSc CS,2nd Year,62,4.7,7.3,9.1,6.9,4.8,0.0,never,0,6.6,0,0,0.5380736560914848,0.54,Medium
Ansh Iyer,22,Male,BSc CS,2nd Year,73,4.8,7.0,6.5,6.8,5.9,2.0,never,0,6.2,0,1,0.6832848095566827,0.68,High
Khushi Kulkarni,19,Male,BCom,3rd Year,85,7.1,6.8,6.6,6.7,7.0,0.0,rarely,0,6.8,1,0,0.34164240477834124,0.34,Medium
Darshan Bansal,22,Female,BA,2nd Year,71,7.4,6.7,7.8,8.2,8.2,0.0,never,0,7.7,0,0,0.3649038028634031,0.35,Medium
Nisha Shah,19,Female,BSc CS,1st Year,86,6.5,9.3,7.7,5.4,7.6,0.0,rarely,0,7.3,1,0,0.28303868895758927,0.29,Low
Arnav Mukherjee,22,Female,BCom,3rd Year,73,7.2,7.2,7.2,5.6,7.2,1.0,regularly,0,6.9,3,1,0.3485607947894468,0.35,Medium
Meera Reddy,22,Male,BBA,1st Year,59,6.0,8.4,8.8,7.6,6.8,1.0,occasionally,0,7.5,2,1,0.3927724585046673,0.39,Medium
Tanish Patel,20,Female,BSc CS,2nd Year,51,7.1,6.8,5.5,7.8,7.5,0.0,never,1,6.9,0,0,0.5442416784224269,0.54,Medium
Isha Tiwari,20,Female,BSc IT,1st Year,61,6.5,6.4,9.2,7.2,6.7,1.0,never,1,7.2,0,1,0.5455923402467209,0.54,Medium
Sagar Ansari,22,Male,BSc IT,3rd Year,73,6.2,7.0,5.8,6.7,6.3,0.0,rarely,1,6.4,1,0,0.45205150523756626,0.45,Medium
Riya Joshi,19,Female,BSc IT,3rd Year,95,6.6,7.3,7.2,8.5,6.7,1.0,occasionally,0,7.3,2,1,0.25902692319236437,0.26,Low
Nikhil Banerjee,19,Female,BSc IT,2nd Year,74,8.5,4.7,7.2,4.8,7.9,1.0,rarely,0,6.6,1,1,0.494687396824444,0.5,Medium
Tanvi Ansari,22,Female,BA,2nd Year,73,7.3,7.4,5.7,6.8,7.0,1.0,never,0,6.8,0,1,0.533451391181679,0.53,Medium
Aanya Jadhav,18,Female,BSc CS,2nd Year,100,8.3,6.1,7.4,5.4,7.7,0.0,rarely,0,7.0,1,0,0.2576162319536573,0.27,Low
Trisha Shah,21,Female,BCom,3rd Year,94,7.2,7.0,8.7,6.7,8.1,0.0,occasionally,0,7.5,2,0,0.15835759522165854,0.16,Low
Ritika Lokhande,18,Female,BSc IT,3rd Year,66,6.7,7.8,6.4,6.9,7.3,0.0,never,0,7.0,0,0,0.46575321907734785,0.47,Medium
Parth Singh,18,Male,BSc CS,3rd Year,61,6.3,6.9,7.1,6.4,6.6,1.0,regularly,0,6.6,3,1,0.43134135726506,0.43,Medium
Shaurya Ghosh,21,Male,BBA,3rd Year,94,8.4,6.7,6.3,7.8,7.8,1.0,never,0,7.4,0,1,0.3682504427169312,0.36,Medium
Shreya Bhatt,21,Male,BA,1st Year,73,6.4,5.8,5.8,8.5,5.5,3.0,rarely,0,6.4,1,1,0.676801632800072,0.68,High
Shivansh Thomas,19,Female,BCom,3rd Year,99,6.0,7.6,5.6,7.6,6.6,1.0,never,0,6.7,0,1,0.43419275444968036,0.44,Medium
Tanish Arora,19,Female,BCom,1st Year,44,7.9,4.7,6.6,7.5,7.2,1.0,never,1,6.8,0,1,0.6694330221808685,0.66,High
Neha Lokhande,19,Male,BCom,1st Year,50,7.2,6.0,3.1,7.7,7.0,3.0,rarely,1,6.2,1,1,0.8038538884053187,0.8,High
Riya Nikam,19,Female,BCom,3rd Year,71,8.1,7.5,8.4,5.6,9.0,2.0,never,0,7.7,0,1,0.5104901401686828,0.51,Medium
Reyansh Joshi,19,Male,BBA,2nd Year,97,4.4,6.3,7.0,7.3,7.1,0.0,never,0,6.4,0,0,0.4019119368490562,0.41,Medium
Saloni Ansari,22,Male,BSc CS,3rd Year,89,6.9,7.0,8.5,7.2,7.3,1.0,occasionally,0,7.4,2,1,0.27419935768526577,0.28,Low
Sonal George,21,Female,BBA,3rd Year,51,8.0,7.4,8.3,5.2,7.6,1.0,occasionally,0,7.3,2,1,0.45286190233214274,0.45,Medium
Simran Deshmukh,20,Female,BSc CS,1st Year,83,6.7,7.1,5.9,8.4,7.8,0.0,occasionally,0,7.2,2,0,0.25018759192004075,0.25,Low
Hetal Bansal,21,Female,BSc IT,1st Year,74,8.0,4.6,7.0,7.4,7.9,0.0,never,0,7.0,0,0,0.43738932076717596,0.44,Medium
Khushi Pawar,22,Female,BSc CS,1st Year,73,5.9,8.6,8.4,7.2,7.1,1.0,rarely,0,7.4,1,1,0.40162679713059396,0.41,Medium
Monika Arora,18,Female,BBA,3rd Year,98,5.7,6.5,4.1,6.0,6.8,0.0,never,1,5.8,0,0,0.4642374763634181,0.44,Medium
Jay Bhatt,19,Female,BCom,1st Year,90,4.6,7.0,8.4,7.0,9.0,0.0,regularly,0,7.2,3,0,0.15952816880271325,0.16,Low
Rekha Naik,21,Female,BCom,3rd Year,78,5.8,8.3,7.0,7.6,7.4,1.0,occasionally,0,7.2,2,1,0.3408019929765585,0.35,Medium
Chirag Pawar,20,Female,BBA,3rd Year,100,6.2,6.0,7.1,8.4,9.7,0.0,rarely,0,7.5,1,0,0.19665636161719213,0.21,Low
Anjali Mathew,19,Male,BSc IT,1st Year,82,9.4,7.0,6.0,5.7,8.0,1.0,never,0,7.2,0,1,0.44627367410030894,0.44,Medium
Shruti Shah,20,Male,BCom,2nd Year,90,7.9,7.6,7.0,9.1,7.3,3.0,occasionally,0,7.8,2,1,0.3741033106222049,0.38,Medium
Gauri Tiwari,18,Female,BSc IT,1st Year,72,6.4,5.5,7.0,4.5,7.0,1.0,regularly,0,6.1,3,1,0.4442776960710749,0.44,Medium
Hitesh Mukherjee,19,Male,BBA,3rd Year,73,8.8,8.8,7.0,5.9,4.3,1.0,rarely,0,7.0,1,1,0.4602155055977428,0.46,Medium
Heena Gupta,18,Female,BCom,3rd Year,74,5.6,8.7,9.2,5.0,5.8,0.0,occasionally,0,6.8,2,0,0.3319626617042349,0.33,Medium
Sonal Mukherjee,18,Female,BSc IT,2nd Year,70,8.8,8.1,6.1,6.7,6.6,0.0,rarely,0,7.3,1,0,0.362247501275625,0.36,Medium
Akash Mathew,21,Female,BA,3rd Year,77,6.0,6.8,8.0,6.1,6.5,0.0,occasionally,0,6.7,2,0,0.34045682384368325,0.34,Medium
Muskan Chavan,18,Male,BA,2nd Year,54,4.6,7.0,7.3,3.0,6.2,1.0,rarely,0,5.6,1,1,0.7005582735540414,0.68,High
Ansh Fernandes,19,Male,BSc CS,3rd Year,78,6.9,7.5,4.0,7.8,7.0,1.0,occasionally,0,6.6,2,1,0.41355764324519007,0.41,Medium
Diya Das,19,Female,BA,2nd Year,69,5.5,8.8,7.2,6.3,6.7,0.0,regularly,0,6.9,3,0,0.2877059759282047,0.28,Low
Deepak Ghosh,18,Female,BSc CS,3rd Year,69,7.6,5.4,6.7,7.0,4.9,0.0,never,0,6.3,0,0,0.5399195605846865,0.54,Medium
Bhavesh Thakur,22,Male,BA,2nd Year,52,7.6,6.9,9.7,8.1,7.7,1.0,never,0,8.0,0,1,0.4852627787615932,0.48,Medium
Ishaan Patil,21,Female,BSc CS,3rd Year,91,10.0,7.0,6.6,3.8,8.6,1.0,regularly,0,7.2,3,1,0.2268961791277725,0.23,Low
Yash Kulkarni,21,Female,BCom,2nd Year,92,6.1,9.1,5.8,6.6,7.1,1.0,never,0,6.9,0,1,0.43282708527178315,0.44,Medium
Sumit Varghese,22,Male,BA,1st Year,82,6.6,6.7,7.6,6.4,7.0,2.0,rarely,0,6.9,1,1,0.5015457574211364,0.5,Medium
Karan Chitale,20,Female,BBA,3rd Year,86,8.5,6.0,9.0,4.9,7.5,1.0,never,0,7.2,0,1,0.4319266440555873,0.43,Medium
Krishna Shah,19,Male,BBA,2nd Year,80,7.9,9.4,6.5,8.4,9.4,0.0,occasionally,0,8.3,2,0,0.13174955728306856,0.14,Low
Pranav Qureshi,22,Male,BSc CS,3rd Year,73,6.3,5.6,6.8,9.5,4.8,1.0,never,0,6.6,0,1,0.5639463337035147,0.56,Medium
Akash Salunkhe,18,Male,BSc CS,1st Year,58,7.7,5.7,6.1,6.8,7.0,0.0,regularly,0,6.7,3,0,0.36281778071254905,0.36,Medium
Nikhil Bose,22,Male,BA,1st Year,77,6.6,6.3,5.8,8.0,6.8,0.0,regularly,0,6.7,3,0,0.272968754689798,0.28,Low
Hetal Mittal,19,Female,BSc IT,3rd Year,66,5.9,6.9,8.0,9.5,7.7,1.0,rarely,0,7.6,1,1,0.4096857460155476,0.41,Medium
Payal More,22,Female,BSc IT,3rd Year,59,7.0,5.0,8.0,8.4,7.6,1.0,occasionally,0,7.2,2,1,0.4329921661614191,0.43,Medium
Sonal Pawar,18,Female,BSc CS,3rd Year,57,6.0,6.2,6.0,5.7,9.6,1.0,occasionally,0,6.7,2,1,0.49788396314193967,0.49,Medium
Atharva Mhatre,20,Female,BSc CS,2nd Year,53,7.1,6.1,5.1,8.6,8.4,2.0,never,1,7.1,0,1,0.6695981030705045,0.67,High
Dev Reddy,19,Female,BBA,1st Year,53,7.1,7.1,6.5,6.6,5.3,0.0,rarely,0,6.5,1,0,0.5255725305399644,0.54,Medium
Laksh Pandey,22,Female,BSc IT,1st Year,48,5.7,9.4,7.2,7.2,7.8,1.0,rarely,0,7.5,1,1,0.5112705225560523,0.52,Medium
Myra Jadhav,22,Male,BA,2nd Year,73,7.9,8.3,6.9,7.5,7.5,2.0,never,1,7.6,0,1,0.5165230963171954,0.52,Medium
Ishita More,20,Male,BCom,1st Year,65,4.9,8.6,7.9,6.4,5.3,0.0,rarely,0,6.6,1,0,0.46200138067653157,0.46,Medium
Neha Mishra,18,Female,BSc CS,3rd Year,65,8.6,6.2,5.2,5.6,7.0,0.0,occasionally,0,6.5,2,0,0.40989584896599335,0.41,Medium
Jay More,19,Female,BA,3rd Year,90,6.3,7.0,7.9,6.3,7.5,3.0,regularly,0,7.0,3,1,0.4068343488309272,0.42,Medium
Kabir D'Souza,20,Male,BSc IT,3rd Year,87,6.5,7.5,6.1,8.0,8.4,0.0,regularly,0,7.3,3,0,0.15729207311582666,0.17,Low
Muskan Kamble,20,Male,BBA,1st Year,76,7.6,8.2,5.5,9.0,4.9,3.0,rarely,0,7.1,1,1,0.5815199447729386,0.58,Medium
Kiara Chatterjee,20,Female,BA,3rd Year,82,8.1,5.8,8.7,7.4,7.0,0.0,rarely,0,7.4,1,0,0.2863703214575141,0.29,Low
Simran Thakur,20,Female,BA,2nd Year,72,8.3,8.7,5.9,6.0,6.8,1.0,never,0,7.2,0,1,0.5003751838400816,0.5,Medium
Jinal Chatterjee,21,Female,BCom,1st Year,81,7.0,5.3,5.4,7.3,7.0,1.0,rarely,0,6.4,1,1,0.4843173154845874,0.49,Medium
Krupa Bansal,20,Male,BA,1st Year,75,6.8,7.0,8.2,9.0,5.0,1.0,occasionally,0,7.2,2,1,0.3567698172104331,0.37,Medium
Reyansh Shaikh,19,Female,BCom,1st Year,60,9.2,5.0,6.7,7.1,9.0,0.0,occasionally,0,7.4,2,0,0.32888615421556555,0.33,Medium
Ansh Prajapati,20,Female,BA,1st Year,73,5.3,6.5,7.6,7.8,7.2,2.0,never,0,6.9,0,1,0.6012696221148363,0.61,High
Aryan Gadkari,21,Female,BBA,2nd Year,74,6.9,8.0,8.2,7.9,6.0,1.0,occasionally,0,7.4,2,1,0.3380556472671607,0.34,Medium
Vidhi Wagh,19,Male,BSc CS,3rd Year,67,7.0,6.3,8.2,5.0,7.6,2.0,regularly,0,6.8,3,1,0.4569138878050244,0.46,Medium
Riya Dubey,19,Male,BSc IT,1st Year,85,5.3,6.4,6.4,8.2,5.7,0.0,occasionally,0,6.4,2,0,0.33656991926043756,0.33,Medium
Vivaan Shaikh,20,Female,BCom,1st Year,65,6.9,6.3,5.5,7.5,7.0,1.0,never,1,6.6,0,1,0.5947114085902091,0.59,Medium
Ritika Iyer,19,Male,BA,3rd Year,89,5.7,5.7,5.9,6.4,6.5,1.0,never,1,6.1,0,1,0.5507698772398476,0.54,Medium
Amit Gadkari,21,Female,BA,2nd Year,100,6.8,6.8,7.0,5.2,6.9,0.0,regularly,0,6.5,3,0,0.19113365549119068,0.2,Low
Sneha D'Souza,18,Male,BSc CS,3rd Year,94,6.2,5.9,7.0,5.2,8.1,0.0,occasionally,0,6.5,2,0,0.28279857129993696,0.28,Low
Vivaan Rawat,20,Female,BCom,2nd Year,61,7.7,8.5,6.8,5.8,9.1,1.0,never,1,7.6,0,1,0.49654830867124905,0.49,Medium
Tanvi Chatterjee,22,Female,BBA,3rd Year,68,6.2,6.0,8.0,7.5,7.4,2.0,occasionally,0,7.0,2,1,0.48548788906564216,0.48,Medium
Raj Mishra,22,Male,BSc CS,1st Year,93,5.2,6.5,6.6,7.3,7.0,1.0,never,0,6.5,0,1,0.47747396224149846,0.47,Medium
Shaurya Nair,19,Female,BSc CS,3rd Year,58,7.4,5.7,6.5,8.4,6.7,0.0,regularly,0,6.9,3,0,0.33217276465468054,0.33,Medium
Aryan Shah,21,Male,BSc IT,1st Year,41,3.9,7.6,6.5,5.4,7.0,2.0,never,1,6.1,0,1,0.8419125371432002,0.84,High
Ira Ghosh,22,Male,BSc IT,3rd Year,72,9.2,7.0,5.8,8.0,4.9,0.0,occasionally,0,7.0,2,0,0.3234985142719932,0.33,Medium
